workload,option,influence,kpi
artificl,MTFT,-0.03437193152059184,max-resident-size
artificl,SRT,0.00748423348070987,max-resident-size
artificl,X86,0.029888679839659687,max-resident-size
artificl,checksum,0.02862889381408302,max-resident-size
artificl,FPAQ,-0.0961619759351947,max-resident-size
artificl,RLT,-0.05518490710114859,max-resident-size
artificl,BWT,-0.018568717361598368,max-resident-size
artificl,TPAQX,0.7278655163504948,max-resident-size
artificl,CM,-0.061359656479016214,max-resident-size
artificl,ZRLT,-0.01919183752438653,max-resident-size
artificl,Range,-0.09715010604853781,max-resident-size
artificl,ROLZ,-0.049302662200860006,max-resident-size
artificl,ANS1,0.080957069933921,max-resident-size
artificl,Huffman,-0.27321993343805445,max-resident-size
artificl,jobs,0.3320083999170082,max-resident-size
artificl,blocksize,1.7412437328418435,max-resident-size
deepfield,LZP,0.03993653710804581,max-resident-size
deepfield,ROLZX,0.07237522517232386,max-resident-size
deepfield,RANK,-0.046314144220721776,max-resident-size
deepfield,TEXT,0.05961538838384246,max-resident-size
deepfield,skip,-0.4053137017254444,max-resident-size
deepfield,TPAQ,0.0358577752252445,max-resident-size
deepfield,BWTS,0.0199112117440889,max-resident-size
deepfield,LZ,0.06035925803323973,max-resident-size
deepfield,MTFT,-0.0847145315713131,max-resident-size
deepfield,SRT,-0.014393620803757633,max-resident-size
deepfield,X86,0.06636872245687599,max-resident-size
deepfield,checksum,-0.016625830730210917,max-resident-size
deepfield,FPAQ,-0.285136016258621,max-resident-size
deepfield,RLT,-0.07274124120945531,max-resident-size
deepfield,BWT,-0.07778017582847357,max-resident-size
deepfield,TPAQX,0.44837566313986194,max-resident-size
deepfield,CM,-0.11500153623683297,max-resident-size
deepfield,ZRLT,-0.004849969142643434,max-resident-size
deepfield,Range,-0.2094962683682391,max-resident-size
deepfield,ROLZ,-0.013398358771041237,max-resident-size
deepfield,ANS1,0.007548672010287866,max-resident-size
deepfield,Huffman,-0.5326827637354195,max-resident-size
deepfield,jobs,0.49345955323453544,max-resident-size
deepfield,blocksize,1.4371319953475654,max-resident-size
enwik8,LZP,-0.04821735537077318,max-resident-size
enwik8,ROLZX,0.012826061698056078,max-resident-size
enwik8,RANK,-0.023268084223173804,max-resident-size
enwik8,TEXT,0.009165376572547887,max-resident-size
enwik8,skip,0.09376770901854928,max-resident-size
enwik8,TPAQ,0.05817539693095893,max-resident-size
enwik8,BWTS,0.18155444441259277,max-resident-size
enwik8,LZ,0.021672452759039618,max-resident-size
enwik8,MTFT,-0.041181569896324245,max-resident-size
enwik8,SRT,-0.05429060067546702,max-resident-size
enwik8,X86,0.03544367260623652,max-resident-size
enwik8,checksum,0.07281212144385882,max-resident-size
enwik8,FPAQ,-0.24142068403685188,max-resident-size
enwik8,RLT,-0.06846587731635599,max-resident-size
enwik8,BWT,0.08483384504493766,max-resident-size
enwik8,TPAQX,0.39050156690290455,max-resident-size
enwik8,CM,-0.1676407098456275,max-resident-size
enwik8,ZRLT,-0.0514097798428475,max-resident-size
enwik8,Range,-0.23242496655756406,max-resident-size
enwik8,ROLZ,-0.11025712197132681,max-resident-size
enwik8,ANS1,0.008067252133081968,max-resident-size
enwik8,Huffman,-0.4119852126342318,max-resident-size
enwik8,jobs,0.38644983686874224,max-resident-size
enwik8,blocksize,1.7413385050834065,max-resident-size
fannie_mae_500k,LZP,-0.05760733636815866,max-resident-size
fannie_mae_500k,ROLZX,0.022147359396321883,max-resident-size
fannie_mae_500k,RANK,-0.02332993423976021,max-resident-size
fannie_mae_500k,TEXT,0.013404570567973076,max-resident-size
fannie_mae_500k,skip,0.09398921566154993,max-resident-size
fannie_mae_500k,TPAQ,0.07268561439629884,max-resident-size
fannie_mae_500k,BWTS,0.13350992806409837,max-resident-size
fannie_mae_500k,LZ,0.018105543009911504,max-resident-size
fannie_mae_500k,MTFT,-0.04691493331860212,max-resident-size
fannie_mae_500k,SRT,-0.049930959044071514,max-resident-size
fannie_mae_500k,X86,0.037617724292729415,max-resident-size
fannie_mae_500k,checksum,0.08298710343652668,max-resident-size
fannie_mae_500k,FPAQ,-0.24312972763092022,max-resident-size
fannie_mae_500k,RLT,-0.07262100482452752,max-resident-size
fannie_mae_500k,BWT,0.05716748776179671,max-resident-size
fannie_mae_500k,TPAQX,0.3429685055766633,max-resident-size
fannie_mae_500k,CM,-0.16902277071645794,max-resident-size
fannie_mae_500k,ZRLT,-0.06447152190193975,max-resident-size
fannie_mae_500k,Range,-0.23914866292419587,max-resident-size
fannie_mae_500k,ROLZ,-0.13162918401539478,max-resident-size
fannie_mae_500k,ANS1,0.006925538603211087,max-resident-size
fannie_mae_500k,Huffman,-0.41674544388666984,max-resident-size
fannie_mae_500k,jobs,0.39035724197627164,max-resident-size
fannie_mae_500k,blocksize,1.696920859103625,max-resident-size
large,LZP,-0.007060560278592222,max-resident-size
large,ROLZX,0.08966025701234778,max-resident-size
large,RANK,-0.09713846436277963,max-resident-size
large,TEXT,0.08000880353893543,max-resident-size
large,skip,0.0723318037692912,max-resident-size
large,TPAQ,0.20872617755920214,max-resident-size
large,BWTS,-0.043809393915236784,max-resident-size
large,LZ,0.046891897963587045,max-resident-size
large,MTFT,-0.05931779977066585,max-resident-size
large,SRT,-0.01000911868306736,max-resident-size
large,X86,0.04731497346933387,max-resident-size
large,checksum,0.015318189071446345,max-resident-size
large,FPAQ,-0.27688780621244885,max-resident-size
large,RLT,-0.08026787515722003,max-resident-size
large,BWT,-0.035084370469367736,max-resident-size
large,TPAQX,0.6177850814606314,max-resident-size
large,CM,-0.15145120989657976,max-resident-size
large,ZRLT,-0.058058946997687544,max-resident-size
large,Range,-0.25457416610527905,max-resident-size
large,ROLZ,-0.0760998556584616,max-resident-size
large,ANS1,0.058537822175125896,max-resident-size
large,Huffman,-0.4802272653407987,max-resident-size
large,jobs,0.4614200606433446,max-resident-size
large,blocksize,1.448231605113293,max-resident-size
misc,LZP,-0.019558128268228652,max-resident-size
misc,ROLZX,0.1897305651165877,max-resident-size
misc,RANK,-0.09366924442228731,max-resident-size
misc,TEXT,0.030766748006754416,max-resident-size
misc,skip,0.02876786679396052,max-resident-size
misc,TPAQ,0.3900003700642894,max-resident-size
misc,BWTS,-0.054614873940018155,max-resident-size
misc,LZ,0.027095018072813948,max-resident-size
misc,MTFT,-0.03524019719540167,max-resident-size
misc,SRT,0.010256388471384085,max-resident-size
misc,X86,0.0433358075234819,max-resident-size
